frame_idx,is_washing_cons,movement_cons,transition_mask,n_annotators,votes_0,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7
0,0,-1,0,4,0,0,0,0,0,0,0,0
1,0,-1,0,4,0,0,0,0,0,0,0,0
2,0,-1,0,4,0,0,0,0,0,0,0,0
3,0,-1,0,4,0,0,0,0,0,0,0,0
4,0,-1,0,4,0,0,0,0,0,0,0,0
5,0,-1,0,4,0,0,0,0,0,0,0,0
6,0,-1,0,4,0,0,0,0,0,0,0,0
7,0,-1,0,4,0,0,0,0,0,0,0,0
8,0,-1,0,4,0,0,0,0,0,0,0,0
9,0,-1,0,4,0,0,0,0,0,0,0,0
10,0,-1,0,4,0,0,0,0,0,0,0,0
11,0,-1,0,4,0,0,0,0,0,0,0,0
12,0,-1,0,4,0,0,0,0,0,0,0,0
13,0,-1,0,4,0,0,0,0,0,0,0,0
14,0,-1,0,4,0,0,0,0,0,0,0,0
15,0,-1,0,4,0,0,0,0,0,0,0,0
16,0,-1,0,4,0,0,0,0,0,0,0,0
17,0,-1,0,4,0,0,0,0,0,0,0,0
18,0,-1,0,4,0,0,0,0,0,0,0,0
19,0,-1,0,4,0,0,0,0,0,0,0,0
20,0,-1,0,4,0,0,0,0,0,0,0,0
21,0,-1,0,4,0,0,0,0,0,0,0,0
22,0,-1,0,4,0,0,0,0,0,0,0,0
23,0,-1,0,4,0,0,0,0,0,0,0,0
24,0,-1,0,4,0,0,0,0,0,0,0,0
25,0,-1,0,4,0,0,0,0,0,0,0,0
26,0,-1,0,4,0,0,0,0,0,0,0,0
27,0,-1,0,4,0,0,0,0,0,0,0,0
28,0,-1,0,4,0,0,0,0,0,0,0,0
29,0,-1,0,4,0,0,0,0,0,0,0,0
30,0,-1,0,4,0,0,0,0,0,0,0,0
31,0,-1,0,4,0,0,0,0,0,0,0,0
32,0,-1,0,4,0,0,0,0,0,0,0,0
33,0,-1,0,4,0,0,0,0,0,0,0,0
