frame_idx,is_washing_cons,movement_cons,transition_mask,n_annotators,votes_0,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7
0,0,-1,0,2,0,0,0,0,0,0,0,0
1,0,-1,0,2,0,0,0,0,0,0,0,0
2,0,-1,0,2,0,0,0,0,0,0,0,0
3,0,-1,0,2,0,0,0,0,0,0,0,0
4,0,-1,0,2,0,0,0,0,0,0,0,0
5,0,-1,0,2,0,0,0,0,0,0,0,0
6,0,-1,0,2,0,0,0,0,0,0,0,0
7,0,-1,0,2,0,0,0,0,0,0,0,0
8,0,-1,0,2,0,0,0,0,0,0,0,0
9,0,-1,0,2,0,0,0,0,0,0,0,0
10,0,-1,0,2,0,0,0,0,0,0,0,0
11,0,-1,0,2,0,0,0,0,0,0,0,0
12,0,-1,0,2,0,0,0,0,0,0,0,0
13,0,-1,0,2,0,0,0,0,0,0,0,0
14,0,-1,0,2,0,0,0,0,0,0,0,0
15,0,-1,0,2,0,0,0,0,0,0,0,0
16,0,-1,0,2,0,0,0,0,0,0,0,0
17,0,-1,0,2,0,0,0,0,0,0,0,0
18,0,-1,0,2,0,0,0,0,0,0,0,0
19,0,-1,0,2,0,0,0,0,0,0,0,0
20,0,-1,0,2,0,0,0,0,0,0,0,0
21,0,-1,0,2,0,0,0,0,0,0,0,0
22,0,-1,0,2,0,0,0,0,0,0,0,0
23,0,-1,0,2,0,0,0,0,0,0,0,0
24,0,-1,0,2,0,0,0,0,0,0,0,0
25,0,-1,0,2,0,0,0,0,0,0,0,0
26,0,-1,0,2,0,0,0,0,0,0,0,0
27,-1,-1,0,2,1,0,0,0,0,0,0,0
28,-1,-1,0,2,1,0,0,0,0,0,0,0
29,-1,-1,0,2,1,0,0,0,0,0,0,0
30,-1,-1,0,2,1,0,0,0,0,0,0,0
31,-1,-1,0,2,1,0,0,0,0,0,0,0
32,-1,-1,0,2,1,0,0,0,0,0,0,0
33,-1,-1,0,2,1,0,0,0,0,0,0,0
34,-1,-1,1,2,1,0,0,0,0,0,0,0
35,-1,-1,1,2,0,1,0,0,0,0,0,0
36,1,1,1,2,0,2,0,0,0,0,0,0
37,1,1,1,2,0,2,0,0,0,0,0,0
38,1,1,1,2,0,2,0,0,0,0,0,0
39,1,1,1,2,0,2,0,0,0,0,0,0
40,1,1,1,2,0,2,0,0,0,0,0,0
41,1,-1,1,2,1,1,0,0,0,0,0,0
42,1,-1,1,2,1,1,0,0,0,0,0,0
43,1,-1,1,2,1,1,0,0,0,0,0,0
44,1,-1,1,2,1,1,0,0,0,0,0,0
45,1,-1,1,2,1,1,0,0,0,0,0,0
46,1,-1,1,2,1,1,0,0,0,0,0,0
47,1,-1,1,2,1,1,0,0,0,0,0,0
48,1,-1,1,2,1,1,0,0,0,0,0,0
49,1,0,1,2,2,0,0,0,0,0,0,0
50,1,0,1,2,2,0,0,0,0,0,0,0
51,1,0,1,2,2,0,0,0,0,0,0,0
52,1,0,1,2,2,0,0,0,0,0,0,0
53,1,0,1,2,2,0,0,0,0,0,0,0
54,1,0,1,2,2,0,0,0,0,0,0,0
55,1,0,1,2,2,0,0,0,0,0,0,0
56,1,0,1,2,2,0,0,0,0,0,0,0
57,1,0,1,2,2,0,0,0,0,0,0,0
58,1,0,1,2,2,0,0,0,0,0,0,0
59,1,0,1,2,2,0,0,0,0,0,0,0
60,1,0,1,2,2,0,0,0,0,0,0,0
61,1,0,1,2,2,0,0,0,0,0,0,0
62,1,0,1,2,2,0,0,0,0,0,0,0
63,1,0,1,2,2,0,0,0,0,0,0,0
64,1,0,1,2,2,0,0,0,0,0,0,0
65,1,-1,0,2,1,1,0,0,0,0,0,0
66,1,-1,0,2,1,1,0,0,0,0,0,0
67,1,-1,0,2,1,1,0,0,0,0,0,0
68,1,0,0,2,2,0,0,0,0,0,0,0
69,1,0,0,2,2,0,0,0,0,0,0,0
70,1,0,0,2,2,0,0,0,0,0,0,0
71,1,0,0,2,2,0,0,0,0,0,0,0
72,1,0,0,2,2,0,0,0,0,0,0,0
73,1,0,0,2,2,0,0,0,0,0,0,0
74,1,0,0,2,2,0,0,0,0,0,0,0
75,1,0,0,2,2,0,0,0,0,0,0,0
76,1,0,0,2,2,0,0,0,0,0,0,0
77,1,0,0,2,2,0,0,0,0,0,0,0
78,1,0,0,2,2,0,0,0,0,0,0,0
79,1,-1,0,2,1,0,0,0,0,0,0,1
